Unit,PO/Contract,PO_ID,Item description,Vendor Name,PO Date,Award Process,Item,Total Value
NYCTA,Contract,600000000029917,"TIE, 5"" X 8"" X 9', TROPICAL HARDWOOD, SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. SHIPMENTS SHALL BE ACCOMPANIED BY FOREST STEWARDSHIP",BORO SAWMILL & TIMBER CO INC,5/4/2022,Competitive Bid,66-65-0350,"$108,936.00"
NYCTA,Contract,600000000030215,"TIE, 6"" X 8"" X 10', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,6/28/2022,Competitive Bid,66-65-1900,"$149,858.08"
NYCTA,Contract,600000000030497,"TIE, 6"" X 8"" X 13', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE","WILLIAM G. MOORE & SON, INC. OF DELWARE",8/22/2022,Competitive Bid,66-65-1912,"$149,686.05"
NYCTA,Contract,600000000031283,"TIE, 5""X 8"" X 9'-6"", TROPICAL HARDWOOD, SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. SHIPMENTS SHALL BE ACCOMPANIED BY FOREST STEWARDSHIP",BORO SAWMILL & TIMBER CO INC,2/2/2023,Competitive Bid,66-65-0352,"$164,531.25"
NYCTA,Contract,600000000031317,"BLOCK, TIE TROPICAL HARDWOOD, 5"" X 7"" X 24"". SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE, AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS 28, 62 AND 67 SHALL BE MADE","WILLIAM G. MOORE & SON, INC. OF DELWARE",2/6/2023,Competitive Bid,66-08-0410,"$149,931.86"
NYCTA,Contract,600000000031321,"TIE, 6"" X 10"" 23', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,2/6/2023,Competitive Bid,66-65-2023,"$74,212.50"
NYCTA,Contract,600000000031379,"TIE, 6"" X 10"" X 22', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,2/14/2023,Competitive Bid,66-65-2024,"$47,262.50"
NYCTA,Contract,600000000031729,"TIE, 5"" X 7"" X 9'-6"", TROPICAL HARDWOOD,SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. SHIPMENTS SHALL BE ACCOMPANIED BY FOREST STEWARDSHIP","WILLIAM G. MOORE & SON, INC. OF DELWARE",4/19/2023,Competitive Bid,66-65-0325,"$333,258.00"
NYCTA,Contract,600000000031951,"BLOCK, TIE TROPICAL HARDWOOD, 5"" X 7"" X 34"". SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS 28, 62 AND 67 SHALL BE MADE","WILLIAM G. MOORE & SON, INC. OF DELWARE",5/31/2023,Competitive Bid,66-08-0415,"$23,917.50"
NYCTA,Contract,600000000031952,"BLOCK, TIE TROPICAL HARDWOOD, 5"" X 8"" X 24"". SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS 28, 62 AND 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,5/31/2023,Competitive Bid,66-08-0510,"$134,895.00"
NYCTA,Contract,600000000031953,"BLOCK, TIE TROPICAL HARDWOOD, 5"" X 8"" X 34"". SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS 28, 62 AND 67 SHALL BE MADE","WILLIAM G. MOORE & SON, INC. OF DELWARE",5/31/2023,Competitive Bid,66-08-0515,"$86,196.00"
NYCTA,Contract,600000000031955,"TIE, 5"" X 8"" X 9', TROPICAL HARDWOOD, SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. SHIPMENTS SHALL BE ACCOMPANIED BY FOREST STEWARDSHIP","WILLIAM G. MOORE & SON, INC. OF DELWARE",5/31/2023,Competitive Bid,66-65-0350,"$53,119.20"
NYCTA,Contract,600000000032013,"TIE, 5""X 8"" X 9'-6"", TROPICAL HARDWOOD, SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. SHIPMENTS SHALL BE ACCOMPANIED BY FOREST STEWARDSHIP",BORO SAWMILL & TIMBER CO INC,6/13/2023,Competitive Bid,66-65-0352,"$156,424.50"
NYCTA,Contract,600000000032031,"BLOCK, TIE TROPICAL HARDWOOD, 5"" X 7"" X 24"". SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE, AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS 28, 62 AND 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,6/14/2023,Competitive Bid,66-08-0410,"$652,416.75"
NYCTA,Contract,600000000033519,"TIE, 6"" X 10"" X 24', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,2/12/2024,Competitive Bid,66-65-2020,"$25,575.00"
NYCTA,Contract,600000000033833,"TIE, 6"" X 10"" X 18', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS #28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,3/29/2024,Competitive Bid,66-65-2018,"$78,804.96"
NYCTA,Contract,600000000035255,"TIE, 6"" X 10"" X 25', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE",BORO SAWMILL & TIMBER CO INC,12/27/2024,Competitive Bid,66-65-2022,"$28,277.50"
